model,conflict_type_idx,sample_id,non_thinking_behavior_judge_model,non_thinking_constraint_judge_model,non_thinking_behavior_label,non_thinking_constraint_label,non_thinking_behavior_label_name,non_thinking_constraint_label_name,thinking_behavior_judge_model,thinking_constraint_judge_model,thinking_behavior_label,thinking_constraint_label,thinking_behavior_label_name,thinking_constraint_label_name,constraint_switched,behavior_switched
google/gemma-4-E4B-it,5,36,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,True,False
google/gemma-4-E4B-it,5,37,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,1.0,self_resolves_conflict_and_answers,new_constraint,False,True
google/gemma-4-E4B-it,5,38,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,5,39,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,2.0,self_resolves_conflict_and_answers,org_constraint,True,True
google/gemma-4-E4B-it,5,40,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,5,41,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,5,42,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,5,43,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,5,44,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,True,False
google/gemma-4-E4B-it,5,45,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,5,46,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,True,False
google/gemma-4-E4B-it,5,47,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,False,False
google/gemma-4-E4B-it,5,48,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,5,49,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,5,50,gpt-4o-2024-11-20,gpt-4o-2024-11-20,2.0,-1.0,asks_for_clarification_without_answering,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,1.0,self_resolves_conflict_and_answers,new_constraint,True,True
google/gemma-4-E4B-it,5,51,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,True,False
google/gemma-4-E4B-it,5,52,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,5,53,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,5,54,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,5,55,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,False,False
google/gemma-4-E4B-it,5,56,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,5,57,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,5,58,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,5,59,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,True,False
google/gemma-4-E4B-it,5,60,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,5,61,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,-1.0,self_resolves_conflict_and_answers,neither,True,True
google/gemma-4-E4B-it,5,62,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,5,63,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,True,False
google/gemma-4-E4B-it,5,64,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,5,65,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,5,66,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,True,False
google/gemma-4-E4B-it,5,67,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,1.0,self_resolves_conflict_and_answers,new_constraint,True,True
google/gemma-4-E4B-it,5,68,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,5,69,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,2.0,-1.0,asks_for_clarification_without_answering,neither,False,True
google/gemma-4-E4B-it,5,70,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,5,71,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,5,72,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,5,73,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,1.0,self_resolves_conflict_and_answers,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,2.0,self_resolves_conflict_and_answers,org_constraint,True,False
google/gemma-4-E4B-it,5,74,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,True,False
google/gemma-4-E4B-it,5,75,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,True,False
google/gemma-4-E4B-it,5,76,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,False,False
google/gemma-4-E4B-it,5,77,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,True,False
google/gemma-4-E4B-it,5,78,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,True,False
google/gemma-4-E4B-it,5,79,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,True,False
google/gemma-4-E4B-it,5,80,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,5,81,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,1.0,self_resolves_conflict_and_answers,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,True
google/gemma-4-E4B-it,5,82,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,5,83,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,5,84,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,5,85,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,5,86,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,1.0,self_resolves_conflict_and_answers,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,1.0,self_resolves_conflict_and_answers,new_constraint,False,False
google/gemma-4-E4B-it,5,87,gpt-4o-2024-11-20,gpt-4o-2024-11-20,2.0,1.0,asks_for_clarification_without_answering,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,1.0,self_resolves_conflict_and_answers,new_constraint,False,True
google/gemma-4-E4B-it,5,88,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,5,89,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,1.0,self_resolves_conflict_and_answers,new_constraint,False,True
google/gemma-4-E4B-it,5,90,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,5,91,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,1.0,self_resolves_conflict_and_answers,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,True
google/gemma-4-E4B-it,5,92,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,5,93,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,5,94,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,5,95,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,1.0,self_resolves_conflict_and_answers,new_constraint,True,True
google/gemma-4-E4B-it,5,96,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,True,False
google/gemma-4-E4B-it,5,97,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,5,98,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,True,False
google/gemma-4-E4B-it,5,99,gpt-4o-2024-11-20,gpt-4o-2024-11-20,2.0,-1.0,asks_for_clarification_without_answering,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,1.0,self_resolves_conflict_and_answers,new_constraint,True,True
google/gemma-4-E4B-it,5,100,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,True,False
google/gemma-4-E4B-it,6,1,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,True,False
google/gemma-4-E4B-it,6,2,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,6,3,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,6,4,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,True,False
google/gemma-4-E4B-it,6,5,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,True,False
google/gemma-4-E4B-it,6,6,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,6,7,gpt-4o-2024-11-20,gpt-4o-2024-11-20,4.0,1.0,other,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,True
google/gemma-4-E4B-it,6,8,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,6,9,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,6,10,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,6,11,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,2.0,-1.0,asks_for_clarification_without_answering,neither,True,True
google/gemma-4-E4B-it,6,12,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,6,13,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,6,14,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,6,15,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,True,False
google/gemma-4-E4B-it,6,16,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,6,17,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,True,False
google/gemma-4-E4B-it,6,18,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,True,False
google/gemma-4-E4B-it,6,19,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,6,20,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,6,21,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,True,False
google/gemma-4-E4B-it,6,22,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,True,False
google/gemma-4-E4B-it,6,23,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,1.0,self_resolves_conflict_and_answers,new_constraint,False,True
google/gemma-4-E4B-it,6,24,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,True,False
google/gemma-4-E4B-it,6,25,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,6,26,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,6,27,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,True,False
google/gemma-4-E4B-it,6,28,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,False,False
google/gemma-4-E4B-it,6,29,gpt-4o-2024-11-20,gpt-4o-2024-11-20,4.0,-1.0,other,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,True,True
google/gemma-4-E4B-it,6,30,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,6,31,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,6,32,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,6,33,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
